id,name,height,weight,generation,moves,forms,hp,attack,defense,special_attack,special_defense,speed,abilities,primary_type,secondary_type
164,noctowl,16,408,2,"['wing-attack', 'whirlwind', 'fly', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'supersonic', 'psybeam', 'hyper-beam', 'peck', 'toxic', 'confusion', 'psychic', 'hypnosis', 'agility', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'haze', 'reflect', 'swift', 'amnesia', 'dream-eater', 'sky-attack', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'heat-wave', 'facade', 'magic-coat', 'recycle', 'skill-swap', 'imprison', 'secret-power', 'feather-dance', 'hyper-voice', 'air-cutter', 'silver-wind', 'extrasensory', 'aerial-ace', 'calm-mind', 'roost', 'natural-gift', 'pluck', 'tailwind', 'psycho-shift', 'air-slash', 'brave-bird', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'defog', 'captivate', 'ominous-wind', 'synchronoise', 'round', 'echoed-voice', 'stored-power', 'acrobatics', 'work-up', 'hurricane', 'moonblast', 'confide', 'laser-focus', 'dual-wingbeat', 'tera-blast', 'psychic-noise']",['noctowl'],100,50,50,86,96,70,"['insomnia', 'keen-eye', 'tinted-lens']",normal,flying
165,ledyba,10,108,2,"['comet-punch', 'mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'headbutt', 'tackle', 'double-edge', 'supersonic', 'psybeam', 'counter', 'solar-beam', 'string-shot', 'dig', 'toxic', 'agility', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'swift', 'dizzy-punch', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mach-punch', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'sweet-scent', 'hidden-power', 'sunny-day', 'uproar', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'secret-power', 'air-cutter', 'silver-wind', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'air-slash', 'bug-buzz', 'drain-punch', 'captivate', 'bug-bite', 'ominous-wind', 'round', 'acrobatics', 'struggle-bug', 'confide', 'infestation', 'power-up-punch']",['ledyba'],40,20,30,40,80,55,"['swarm', 'early-bird', 'rattled']",bug,flying
166,ledian,14,356,2,"['comet-punch', 'mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'headbutt', 'tackle', 'double-edge', 'supersonic', 'hyper-beam', 'strength', 'solar-beam', 'string-shot', 'dig', 'toxic', 'agility', 'mimic', 'double-team', 'light-screen', 'reflect', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mach-punch', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'sweet-scent', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'secret-power', 'air-cutter', 'silver-wind', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'air-slash', 'bug-buzz', 'drain-punch', 'focus-blast', 'giga-impact', 'defog', 'captivate', 'bug-bite', 'ominous-wind', 'round', 'acrobatics', 'struggle-bug', 'confide', 'infestation', 'power-up-punch']",['ledian'],55,35,50,55,110,85,"['swarm', 'early-bird', 'iron-fist']",bug,flying
167,spinarak,5,85,2,"['body-slam', 'double-edge', 'poison-sting', 'twineedle', 'pin-missile', 'sonic-boom', 'disable', 'psybeam', 'absorb', 'solar-beam', 'string-shot', 'dig', 'toxic', 'psychic', 'agility', 'night-shade', 'mimic', 'screech', 'double-team', 'constrict', 'leech-life', 'flash', 'fury-swipes', 'rest', 'substitute', 'thief', 'spider-web', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'baton-pass', 'pursuit', 'hidden-power', 'sunny-day', 'facade', 'knock-off', 'secret-power', 'signal-beam', 'bounce', 'natural-gift', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'night-slash', 'x-scissor', 'bug-buzz', 'shadow-sneak', 'cross-poison', 'captivate', 'bug-bite', 'hone-claws', 'venoshock', 'rage-powder', 'sludge-wave', 'acid-spray', 'foul-play', 'round', 'hex', 'struggle-bug', 'electroweb', 'sticky-web', 'confide', 'infestation', 'toxic-thread', 'lunge', 'skitter-smack', 'tera-blast', 'pounce', 'trailblaze']",['spinarak'],40,60,40,40,40,30,"['swarm', 'insomnia', 'sniper']",bug,poison
168,ariados,11,335,2,"['swords-dance', 'body-slam', 'double-edge', 'poison-sting', 'pin-missile', 'disable', 'hyper-beam', 'absorb', 'solar-beam', 'string-shot', 'dig', 'toxic', 'psychic', 'agility', 'night-shade', 'mimic', 'screech', 'double-team', 'focus-energy', 'constrict', 'leech-life', 'flash', 'fury-swipes', 'rest', 'substitute', 'thief', 'spider-web', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'baton-pass', 'hidden-power', 'sunny-day', 'facade', 'knock-off', 'secret-power', 'signal-beam', 'bounce', 'natural-gift', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'night-slash', 'x-scissor', 'bug-buzz', 'giga-impact', 'shadow-sneak', 'cross-poison', 'captivate', 'bug-bite', 'hone-claws', 'venoshock', 'rage-powder', 'sludge-wave', 'acid-spray', 'foul-play', 'round', 'hex', 'struggle-bug', 'electroweb', 'sticky-web', 'fell-stinger', 'confide', 'venom-drench', 'infestation', 'toxic-thread', 'throat-chop', 'lunge', 'smart-strike', 'stomping-tantrum', 'skitter-smack', 'tera-blast', 'pounce', 'trailblaze']",['ariados'],70,90,70,60,70,40,"['swarm', 'insomnia', 'sniper']",bug,poison
169,crobat,18,750,2,"['wing-attack', 'fly', 'double-edge', 'bite', 'supersonic', 'hyper-beam', 'absorb', 'toxic', 'agility', 'mimic', 'screech', 'double-team', 'confuse-ray', 'haze', 'swift', 'leech-life', 'sky-attack', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'detect', 'giga-drain', 'endure', 'swagger', 'steel-wing', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'snatch', 'secret-power', 'poison-fang', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'payback', 'assurance', 'dark-pulse', 'air-slash', 'x-scissor', 'brave-bird', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'defog', 'cross-poison', 'captivate', 'ominous-wind', 'venoshock', 'round', 'quick-guard', 'hex', 'acrobatics', 'hurricane', 'confide', 'venom-drench', 'dual-wingbeat']",['crobat'],85,90,80,70,80,130,"['inner-focus', 'infiltrator']",poison,flying
170,chinchou,5,120,2,"['take-down', 'double-edge', 'supersonic', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'mimic', 'screech', 'double-team', 'confuse-ray', 'waterfall', 'amnesia', 'bubble', 'flash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'charge', 'secret-power', 'dive', 'signal-beam', 'muddy-water', 'bounce', 'shock-wave', 'water-pulse', 'brine', 'natural-gift', 'sucker-punch', 'aqua-ring', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'soak', 'round', 'scald', 'volt-switch', 'electroweb', 'wild-charge', 'ion-deluge', 'confide', 'eerie-impulse', 'electric-terrain', 'dazzling-gleam', 'liquidation', 'rising-voltage', 'flip-turn', 'tera-blast', 'chilling-water']",['chinchou'],75,38,38,56,56,67,"['volt-absorb', 'illuminate', 'water-absorb']",water,electric
171,lanturn,12,225,2,"['take-down', 'double-edge', 'supersonic', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'mimic', 'screech', 'double-team', 'confuse-ray', 'waterfall', 'amnesia', 'bubble', 'flash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'hidden-power', 'rain-dance', 'whirlpool', 'stockpile', 'spit-up', 'swallow', 'hail', 'facade', 'charge', 'secret-power', 'dive', 'signal-beam', 'muddy-water', 'bounce', 'shock-wave', 'water-pulse', 'brine', 'natural-gift', 'sucker-punch', 'aqua-ring', 'aqua-tail', 'giga-impact', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'soak', 'round', 'scald', 'volt-switch', 'electroweb', 'wild-charge', 'ion-deluge', 'confide', 'eerie-impulse', 'electric-terrain', 'dazzling-gleam', 'spotlight', 'liquidation', 'rising-voltage', 'flip-turn', 'tera-blast', 'chilling-water']",['lanturn'],125,58,58,76,76,67,"['volt-absorb', 'illuminate', 'water-absorb']",water,electric
172,pichu,3,20,2,"['double-slap', 'mega-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'surf', 'counter', 'seismic-toss', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'swift', 'flash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'reversal', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'present', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'fake-out', 'uproar', 'facade', 'follow-me', 'charge', 'helping-hand', 'wish', 'secret-power', 'tickle', 'signal-beam', 'covet', 'volt-tackle', 'shock-wave', 'natural-gift', 'fling', 'lucky-chant', 'magnet-rise', 'nasty-plot', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'bestow', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'play-rough', 'play-nice', 'confide', 'electric-terrain', 'nuzzle', 'tera-blast', 'trailblaze']","['pichu', 'pichu-spiky-eared']",20,40,15,35,35,60,"['static', 'lightning-rod']",electric,
173,cleffa,3,30,2,"['pound', 'mega-punch', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'sing', 'flamethrower', 'psybeam', 'counter', 'seismic-toss', 'solar-beam', 'thunder-wave', 'dig', 'toxic', 'psychic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'metronome', 'fire-blast', 'swift', 'amnesia', 'soft-boiled', 'dream-eater', 'flash', 'splash', 'rest', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'belly-drum', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'present', 'frustration', 'safeguard', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'recycle', 'endeavor', 'secret-power', 'hyper-voice', 'aromatherapy', 'fake-tears', 'tickle', 'signal-beam', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'natural-gift', 'fling', 'copycat', 'last-resort', 'zen-headbutt', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'heal-pulse', 'incinerate', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'tera-blast', 'chilling-water', 'alluring-voice']",['cleffa'],50,25,28,45,55,15,"['cute-charm', 'magic-guard', 'friend-guard']",fairy,
174,igglybuff,3,10,2,"['pound', 'mega-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'sing', 'disable', 'flamethrower', 'counter', 'seismic-toss', 'solar-beam', 'thunder-wave', 'dig', 'toxic', 'psychic', 'mimic', 'screech', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'fire-blast', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'feint-attack', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'perish-song', 'icy-wind', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'helping-hand', 'role-play', 'wish', 'magic-coat', 'recycle', 'endeavor', 'secret-power', 'hyper-voice', 'fake-tears', 'bounce', 'covet', 'shock-wave', 'water-pulse', 'gravity', 'natural-gift', 'fling', 'copycat', 'punishment', 'last-resort', 'captivate', 'grass-knot', 'round', 'echoed-voice', 'heal-pulse', 'incinerate', 'work-up', 'wild-charge', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'tera-blast', 'trailblaze', 'alluring-voice']",['igglybuff'],90,30,15,40,20,15,"['cute-charm', 'competitive', 'friend-guard']",normal,fairy
175,togepi,3,15,2,"['pound', 'mega-punch', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'growl', 'flamethrower', 'peck', 'counter', 'seismic-toss', 'solar-beam', 'thunder-wave', 'toxic', 'psychic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'metronome', 'mirror-move', 'fire-blast', 'swift', 'soft-boiled', 'dream-eater', 'flash', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'foresight', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'baton-pass', 'encore', 'morning-sun', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'rock-smash', 'uproar', 'facade', 'follow-me', 'helping-hand', 'trick', 'wish', 'magic-coat', 'yawn', 'endeavor', 'secret-power', 'hyper-voice', 'signal-beam', 'extrasensory', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'psycho-shift', 'lucky-chant', 'last-resort', 'nasty-plot', 'zen-headbutt', 'captivate', 'grass-knot', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'incinerate', 'bestow', 'work-up', 'draining-kiss', 'play-rough', 'confide', 'mystical-fire', 'dazzling-gleam', 'life-dew']",['togepi'],35,20,65,40,65,20,"['hustle', 'serene-grace', 'super-luck']",fairy,
176,togetic,6,32,2,"['pound', 'mega-punch', 'fly', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'growl', 'flamethrower', 'hyper-beam', 'counter', 'seismic-toss', 'solar-beam', 'thunder-wave', 'toxic', 'psychic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'metronome', 'fire-blast', 'swift', 'soft-boiled', 'dream-eater', 'sky-attack', 'flash', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'encore', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'rock-smash', 'uproar', 'heat-wave', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'wish', 'magic-coat', 'brick-break', 'yawn', 'endeavor', 'imprison', 'secret-power', 'hyper-voice', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'covet', 'magical-leaf', 'shock-wave', 'water-pulse', 'roost', 'natural-gift', 'tailwind', 'fling', 'last-resort', 'drain-punch', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'defog', 'captivate', 'grass-knot', 'ominous-wind', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'incinerate', 'retaliate', 'bestow', 'work-up', 'draining-kiss', 'play-rough', 'fairy-wind', 'confide', 'mystical-fire', 'dazzling-gleam', 'smart-strike', 'life-dew', 'dual-wingbeat']",['togetic'],55,40,85,80,105,40,"['hustle', 'serene-grace', 'super-luck']",fairy,flying
177,natu,2,20,2,"['double-edge', 'leer', 'peck', 'drill-peck', 'solar-beam', 'thunder-wave', 'toxic', 'psychic', 'quick-attack', 'teleport', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'light-screen', 'haze', 'reflect', 'swift', 'dream-eater', 'sky-attack', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'feint-attack', 'detect', 'giga-drain', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'baton-pass', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'heat-wave', 'facade', 'trick', 'wish', 'magic-coat', 'skill-swap', 'imprison', 'refresh', 'secret-power', 'feather-dance', 'air-cutter', 'silver-wind', 'cosmic-power', 'signal-beam', 'aerial-ace', 'calm-mind', 'roost', 'miracle-eye', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'psycho-shift', 'lucky-chant', 'me-first', 'power-swap', 'guard-swap', 'sucker-punch', 'air-slash', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'ominous-wind', 'psyshock', 'telekinesis', 'magic-room', 'synchronoise', 'simple-beam', 'round', 'stored-power', 'ally-switch', 'confide', 'dazzling-gleam', 'expanding-force', 'dual-wingbeat']",['natu'],40,50,45,70,45,70,"['synchronize', 'early-bird', 'magic-bounce']",psychic,flying
178,xatu,15,150,2,"['fly', 'double-edge', 'leer', 'hyper-beam', 'peck', 'solar-beam', 'thunder-wave', 'toxic', 'psychic', 'teleport', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'swift', 'dream-eater', 'sky-attack', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'detect', 'giga-drain', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'baton-pass', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'heat-wave', 'facade', 'trick', 'wish', 'magic-coat', 'skill-swap', 'imprison', 'secret-power', 'air-cutter', 'silver-wind', 'cosmic-power', 'signal-beam', 'aerial-ace', 'calm-mind', 'roost', 'miracle-eye', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'psycho-shift', 'lucky-chant', 'me-first', 'power-swap', 'guard-swap', 'sucker-punch', 'air-slash', 'giga-impact', 'zen-headbutt', 'defog', 'trick-room', 'captivate', 'grass-knot', 'ominous-wind', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'stored-power', 'ally-switch', 'confide', 'dazzling-gleam', 'laser-focus', 'expanding-force', 'dual-wingbeat']",['xatu'],65,75,70,95,70,95,"['synchronize', 'early-bird', 'magic-bounce']",psychic,flying
179,mareep,6,78,2,"['sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'mimic', 'screech', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'swift', 'flash', 'rest', 'substitute', 'snore', 'curse', 'cotton-spore', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'flatter', 'facade', 'charge', 'helping-hand', 'endeavor', 'secret-power', 'odor-sleuth', 'signal-beam', 'shock-wave', 'natural-gift', 'magnet-rise', 'power-gem', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'after-you', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'cotton-guard', 'confide', 'eerie-impulse', 'electric-terrain', 'dazzling-gleam', 'tera-blast', 'trailblaze']",['mareep'],55,40,40,65,45,35,"['static', 'plus']",electric,
180,flaaffy,8,133,2,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'roar', 'low-kick', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'mimic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'swift', 'flash', 'rest', 'substitute', 'snore', 'curse', 'cotton-spore', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'charge', 'helping-hand', 'brick-break', 'endeavor', 'secret-power', 'signal-beam', 'shock-wave', 'natural-gift', 'fling', 'magnet-rise', 'power-gem', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'after-you', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'cotton-guard', 'confide', 'eerie-impulse', 'electric-terrain', 'dazzling-gleam', 'power-up-punch', 'tera-blast', 'trailblaze']",['flaaffy'],70,55,55,80,60,45,"['static', 'plus']",electric,
